STATION,STATION_NAME,DATE,MXSD,TSNW
GHCND:US1VAHR0009,GLEN ALLEN 4.7 W VA US,20140101,0,0
GHCND:US1VAHR0009,GLEN ALLEN 4.7 W VA US,20140201,-9999,0
GHCND:US1VAHR0009,GLEN ALLEN 4.7 W VA US,20140301,0,0
GHCND:US1VAHR0009,GLEN ALLEN 4.7 W VA US,20140401,-9999,0
GHCND:US1VAHR0009,GLEN ALLEN 4.7 W VA US,20140501,-9999,0
GHCND:US1VAHR0009,GLEN ALLEN 4.7 W VA US,20140601,-9999,0
GHCND:US1VAHR0009,GLEN ALLEN 4.7 W VA US,20140701,-9999,0
GHCND:US1VAHR0009,GLEN ALLEN 4.7 W VA US,20140801,-9999,0
GHCND:US1VAHR0009,GLEN ALLEN 4.7 W VA US,20140901,-9999,0
GHCND:US1VAHR0009,GLEN ALLEN 4.7 W VA US,20141001,-9999,0
GHCND:US1VAHR0009,GLEN ALLEN 4.7 W VA US,20141101,0,0
GHCND:US1VAHR0009,GLEN ALLEN 4.7 W VA US,20141201,0,0
GHCND:US1VAHR0009,GLEN ALLEN 4.7 W VA US,20150101,-9999,0
